Date,City,Branch,Product,Sales,InventoryLevel (%),CustomerFootfall,EmployeeName,AvgServiceTime,ReturnRate,LoyaltySegment
2025-03-30,Ahmedabad,Ahmedabad - Branch 2,Frappuccino,336.23,64,167,Danielle,5.85,0.14,New
2025-05-29,New York,New York - Branch 2,Latte,495.77,39,169,Lisa,6.87,0.15,Loyal
2025-03-25,Delhi,Delhi - Branch 1,Cappuccino,184.19,56,45,Matthew,4.2,0.1,Returning
2025-01-17,Mumbai,Mumbai - Branch 1,Cold Brew,343.03,60,151,Matthew,5.5,0.07,New
2025-04-21,Delhi,Delhi - Branch 2,Frappuccino,494.97,84,110,Tiffany,1.65,0.06,Loyal
2025-04-11,Pune,Pune - Branch 2,Espresso,367.87,57,135,Stephen,1.99,0.14,New
2025-03-08,Dubai,Dubai - Branch 3,Americano,327.14,97,38,Amy,6.93,0.06,New
2025-01-27,Bangalore,Bangalore - Branch 3,Mocha,238.81,33,150,Renee,2.72,0.07,Returning
2025-01-20,Dubai,Dubai - Branch 2,Americano,214.34,40,14,Amanda,6.96,0.05,New
2025-01-14,Lucknow,Lucknow - Branch 2,Americano,309.02,87,69,Caitlyn,1.96,0.14,Loyal
2025-04-10,Ahmedabad,Ahmedabad - Branch 3,Mocha,181.09,72,114,Monica,2.28,0.03,Returning
2025-05-16,Pune,Pune - Branch 2,Mocha,434.57,41,74,Sarah,3.34,0.06,New
2025-01-14,Kolkata,Kolkata - Branch 1,Cold Brew,238.72,62,124,Tanner,5.81,0.04,Loyal
2025-05-25,Bangalore,Bangalore - Branch 2,Cold Brew,332.33,45,67,Mark,1.87,0.13,Returning
2025-03-09,Pune,Pune - Branch 3,Cappuccino,547.4,85,101,Whitney,5.81,0.03,Loyal
2025-06-06,Ahmedabad,Ahmedabad - Branch 2,Mocha,491.82,74,50,Steven,2.77,0.0,Returning
2025-04-25,Lucknow,Lucknow - Branch 1,Cappuccino,296.8,50,158,Christina,6.0,0.12,Loyal
2025-03-26,New York,New York - Branch 2,Americano,385.0,35,179,Holly,1.98,0.13,Returning
2025-01-28,London,London - Branch 1,Cold Brew,219.56,33,87,Jenna,2.31,0.04,New
2025-06-29,Mumbai,Mumbai - Branch 2,Americano,156.81,77,106,Luis,6.6,0.1,New
2025-06-24,Jaipur,Jaipur - Branch 1,Frappuccino,318.5,92,71,Robert,4.08,0.06,Returning
2025-06-11,Dubai,Dubai - Branch 3,Americano,195.87,33,84,Jeremy,1.69,0.06,Loyal
2025-01-16,New York,New York - Branch 2,Americano,200.62,82,60,Stephen,4.82,0.02,Loyal
2025-05-20,Jaipur,Jaipur - Branch 3,Latte,163.81,32,174,Gregory,6.04,0.02,New
2025-06-23,Dubai,Dubai - Branch 1,Cold Brew,300.01,81,92,Maurice,1.85,0.12,Returning
2025-04-06,Delhi,Delhi - Branch 2,Latte,475.4,58,51,Yvette,3.77,0.01,Returning
2025-03-07,Bangalore,Bangalore - Branch 2,Cold Brew,364.51,86,29,Danielle,2.35,0.09,New
2025-04-06,Surat,Surat - Branch 1,Espresso,267.12,55,174,Nicholas,2.44,0.03,Returning
2025-06-03,Pune,Pune - Branch 2,Latte,158.17,68,97,Mary,5.04,0.09,Loyal
2025-03-30,Bangalore,Bangalore - Branch 1,Espresso,313.8,49,184,Michele,3.89,0.1,Returning
2025-04-09,Ahmedabad,Ahmedabad - Branch 2,Latte,391.93,86,159,Aaron,5.56,0.07,New
2025-03-08,Bangalore,Bangalore - Branch 3,Espresso,273.68,72,14,Angela,5.99,0.12,Loyal
2025-07-10,Ahmedabad,Ahmedabad - Branch 3,Frappuccino,311.21,98,84,John,6.13,0.13,Returning
2025-01-29,Jaipur,Jaipur - Branch 3,Frappuccino,227.4,80,43,Kimberly,6.59,0.14,New
2025-04-25,Surat,Surat - Branch 3,Latte,522.58,68,69,Thomas,2.52,0.03,Loyal
2025-04-11,Hyderabad,Hyderabad - Branch 3,Mocha,469.99,87,135,William,2.16,0.12,Returning
2025-02-19,New York,New York - Branch 2,Frappuccino,338.5,56,33,John,5.71,0.08,Returning
2025-02-05,Bangalore,Bangalore - Branch 2,Mocha,259.95,100,41,Sandra,2.13,0.13,New
2025-01-31,Pune,Pune - Branch 1,Frappuccino,181.78,53,179,Elizabeth,6.98,0.08,Loyal
2025-05-02,Hyderabad,Hyderabad - Branch 2,Mocha,500.6,41,60,Cynthia,6.62,0.1,Returning
2025-04-23,Ahmedabad,Ahmedabad - Branch 3,Cappuccino,339.39,55,141,Amanda,5.93,0.12,New
2025-03-06,Lucknow,Lucknow - Branch 2,Cold Brew,208.46,36,173,Melissa,5.25,0.12,Returning
2025-03-20,London,London - Branch 3,Mocha,391.26,96,182,Amy,2.71,0.09,Returning
2025-01-10,Lucknow,Lucknow - Branch 1,Cappuccino,196.78,84,81,Matthew,3.4,0.13,New
2025-04-24,Kolkata,Kolkata - Branch 2,Frappuccino,245.4,89,182,John,5.06,0.12,New
2025-04-21,Dubai,Dubai - Branch 3,Cold Brew,205.33,32,32,Jennifer,3.0,0.14,Returning
2025-02-20,Dubai,Dubai - Branch 1,Americano,301.65,38,145,Christy,5.83,0.09,Loyal
2025-05-29,New York,New York - Branch 2,Latte,165.74,100,101,Amanda,3.78,0.05,New
2025-03-24,Bangalore,Bangalore - Branch 1,Cappuccino,408.0,97,156,Kimberly,2.8,0.05,New
2025-06-11,Hyderabad,Hyderabad - Branch 1,Cappuccino,164.2,40,21,Austin,2.79,0.15,New
2025-04-27,Bangalore,Bangalore - Branch 1,Cold Brew,180.36,37,138,Ashley,6.85,0.06,Loyal
2025-05-28,Pune,Pune - Branch 1,Espresso,407.08,74,106,Alyssa,6.87,0.01,Loyal
2025-06-19,Dubai,Dubai - Branch 2,Espresso,351.96,44,161,Christine,4.2,0.13,Returning
2025-03-28,Jaipur,Jaipur - Branch 3,Espresso,209.45,30,170,Bonnie,4.89,0.12,Loyal
2025-05-04,Mumbai,Mumbai - Branch 2,Espresso,332.77,58,47,Joseph,4.58,0.13,Returning
2025-06-24,Jaipur,Jaipur - Branch 2,Frappuccino,383.62,54,178,Barbara,2.18,0.11,Loyal
2025-02-11,Mumbai,Mumbai - Branch 2,Mocha,532.62,58,98,Heather,3.2,0.12,New
2025-04-30,Delhi,Delhi - Branch 2,Frappuccino,498.59,95,47,Scott,5.07,0.13,Loyal
2025-02-15,Hyderabad,Hyderabad - Branch 1,Frappuccino,272.8,95,96,Anthony,6.88,0.01,New
2025-07-07,Mumbai,Mumbai - Branch 1,Americano,192.67,72,23,James,4.21,0.05,Returning
2025-03-05,New York,New York - Branch 2,Espresso,431.98,42,25,Angelica,6.85,0.04,Loyal
2025-05-13,Lucknow,Lucknow - Branch 3,Espresso,414.59,52,100,Kevin,5.95,0.12,New
2025-03-17,Bangalore,Bangalore - Branch 1,Mocha,366.45,45,196,Crystal,4.23,0.02,Loyal
2025-01-27,Bangalore,Bangalore - Branch 2,Frappuccino,468.45,86,40,Kaitlyn,4.49,0.05,Loyal
2025-06-23,Delhi,Delhi - Branch 3,Latte,291.59,67,59,Katherine,4.93,0.13,New
2025-04-07,Kolkata,Kolkata - Branch 3,Espresso,422.82,40,86,James,6.05,0.12,Loyal
2025-03-10,Singapore,Singapore - Branch 3,Cold Brew,463.74,56,66,Barbara,5.61,0.04,Returning
2025-05-22,Mumbai,Mumbai - Branch 3,Cappuccino,390.69,51,44,Derek,4.99,0.0,Loyal
2025-05-28,London,London - Branch 1,Cold Brew,453.53,64,197,Julie,3.78,0.04,Loyal
2025-03-10,Surat,Surat - Branch 2,Cappuccino,515.83,93,83,Timothy,5.32,0.06,Loyal
2025-06-18,Singapore,Singapore - Branch 3,Frappuccino,350.71,67,106,Ashley,2.4,0.06,New
2025-01-27,Bangalore,Bangalore - Branch 3,Frappuccino,208.64,83,180,Heather,5.51,0.1,Returning
2025-01-17,Pune,Pune - Branch 1,Latte,368.96,90,169,James,3.14,0.12,New
2025-01-13,Kolkata,Kolkata - Branch 3,Latte,318.05,46,185,John,3.19,0.14,New
2025-03-30,Jaipur,Jaipur - Branch 3,Cappuccino,384.51,41,39,Jon,3.06,0.11,Loyal
2025-01-13,Lucknow,Lucknow - Branch 2,Latte,482.11,94,125,Timothy,3.71,0.0,Loyal
2025-06-12,Lucknow,Lucknow - Branch 2,Americano,488.21,58,109,Zachary,5.54,0.01,Loyal
2025-07-04,Jaipur,Jaipur - Branch 1,Espresso,459.06,87,18,Aaron,6.72,0.02,Loyal
2025-06-14,Pune,Pune - Branch 2,Espresso,225.2,49,158,Claire,2.46,0.09,New
2025-06-28,Bangalore,Bangalore - Branch 1,Mocha,156.54,61,58,Luke,1.79,0.02,New
2025-01-29,Mumbai,Mumbai - Branch 2,Mocha,198.26,40,183,Gina,4.22,0.08,Loyal
2025-05-10,Singapore,Singapore - Branch 2,Frappuccino,448.12,92,61,Marie,6.0,0.02,Loyal
2025-05-03,New York,New York - Branch 1,Americano,151.49,37,170,Michael,6.24,0.15,Returning
2025-04-11,New York,New York - Branch 2,Latte,291.08,85,52,Oscar,6.47,0.03,New
2025-01-24,Chennai,Chennai - Branch 3,Cold Brew,165.85,51,62,William,2.86,0.01,Loyal
2025-03-13,Delhi,Delhi - Branch 3,Espresso,330.24,70,172,Gregory,4.67,0.1,Loyal
2025-06-08,Surat,Surat - Branch 1,Americano,389.75,84,84,Gina,5.55,0.05,Loyal
2025-04-15,Surat,Surat - Branch 3,Americano,327.71,48,112,Amanda,3.52,0.14,New
2025-02-06,London,London - Branch 2,Cold Brew,375.91,32,16,Heather,5.17,0.01,New
2025-04-27,Hyderabad,Hyderabad - Branch 3,Mocha,428.9,86,30,Danielle,4.74,0.12,Returning
2025-06-29,Delhi,Delhi - Branch 1,Frappuccino,330.36,71,106,Brian,2.76,0.03,Loyal
2025-03-05,Bangalore,Bangalore - Branch 3,Latte,470.88,70,95,John,2.08,0.05,New
2025-03-08,Singapore,Singapore - Branch 1,Frappuccino,206.71,85,88,Hannah,4.78,0.13,New
2025-04-25,Surat,Surat - Branch 2,Cold Brew,359.83,93,160,William,2.08,0.1,Loyal
2025-04-22,Bangalore,Bangalore - Branch 3,Espresso,314.43,65,61,Laurie,5.4,0.12,New
2025-05-24,Ahmedabad,Ahmedabad - Branch 3,Mocha,301.14,88,188,Gloria,6.88,0.11,Loyal
2025-05-31,Lucknow,Lucknow - Branch 1,Frappuccino,544.44,58,167,Teresa,1.55,0.03,Loyal
2025-07-04,Kolkata,Kolkata - Branch 3,Cold Brew,408.82,61,171,Elizabeth,2.32,0.01,New
2025-03-18,Hyderabad,Hyderabad - Branch 3,Americano,225.49,73,54,Kathleen,1.51,0.03,Returning
2025-06-27,Hyderabad,Hyderabad - Branch 3,Cold Brew,216.68,53,76,Regina,4.57,0.06,Returning
2025-04-17,Ahmedabad,Ahmedabad - Branch 3,Cappuccino,477.92,86,197,Lynn,6.17,0.14,Returning
2025-02-22,Dubai,Dubai - Branch 3,Cold Brew,298.78,63,15,Kayla,2.47,0.04,New
2025-05-14,Dubai,Dubai - Branch 2,Espresso,152.21,36,186,Tami,1.57,0.05,New
2025-06-12,Dubai,Dubai - Branch 1,Cold Brew,254.59,32,50,Jessica,5.81,0.04,Returning
2025-04-25,Dubai,Dubai - Branch 2,Cappuccino,389.21,31,17,Christopher,5.19,0.11,New
2025-03-05,Surat,Surat - Branch 1,Frappuccino,215.84,67,194,Anthony,4.67,0.15,Returning
2025-02-16,Hyderabad,Hyderabad - Branch 1,Americano,218.4,98,104,Linda,2.89,0.1,Returning
2025-06-25,Hyderabad,Hyderabad - Branch 2,Mocha,516.9,40,190,Glenn,1.92,0.15,Returning
2025-02-15,Pune,Pune - Branch 1,Cappuccino,159.46,75,175,Jessica,5.79,0.15,Returning
2025-06-25,Mumbai,Mumbai - Branch 1,Mocha,340.31,57,126,Judith,6.71,0.13,New
2025-06-19,Chennai,Chennai - Branch 2,Cold Brew,226.24,59,173,Brenda,6.44,0.04,Returning
2025-03-16,Delhi,Delhi - Branch 1,Americano,470.35,72,146,Alexis,1.93,0.11,New
2025-06-25,London,London - Branch 2,Cold Brew,429.28,62,187,Brandon,4.05,0.14,Loyal
2025-04-09,Singapore,Singapore - Branch 3,Cold Brew,390.77,67,58,Robert,2.87,0.06,Returning
2025-03-12,London,London - Branch 2,Cappuccino,334.91,42,43,Kathleen,3.39,0.14,New
2025-07-08,Ahmedabad,Ahmedabad - Branch 3,Cold Brew,411.01,58,56,Matthew,6.28,0.03,New
2025-02-04,Mumbai,Mumbai - Branch 3,Latte,188.66,72,32,Melissa,4.79,0.02,New
2025-04-28,Surat,Surat - Branch 3,Cappuccino,319.88,90,22,Brian,4.32,0.0,Loyal
2025-06-05,Delhi,Delhi - Branch 1,Latte,397.46,52,160,Frank,4.99,0.05,New
2025-06-26,Kolkata,Kolkata - Branch 2,Cappuccino,348.74,74,149,Justin,5.06,0.14,Loyal
2025-01-26,Hyderabad,Hyderabad - Branch 3,Cold Brew,219.44,42,131,Anthony,3.94,0.07,Loyal
2025-02-09,Surat,Surat - Branch 2,Americano,200.69,97,199,Holly,1.8,0.12,Loyal
2025-02-27,Ahmedabad,Ahmedabad - Branch 2,Americano,425.31,49,130,Lori,6.56,0.11,Loyal
2025-02-17,Delhi,Delhi - Branch 1,Americano,412.88,97,94,Steven,4.58,0.01,Loyal
2025-04-22,Bangalore,Bangalore - Branch 3,Espresso,324.05,41,96,Anna,6.95,0.05,Loyal
2025-01-09,Hyderabad,Hyderabad - Branch 3,Cappuccino,168.55,58,133,Karina,1.52,0.09,Returning
2025-03-10,Kolkata,Kolkata - Branch 1,Espresso,279.58,95,90,Jason,5.09,0.11,Returning
2025-06-16,Mumbai,Mumbai - Branch 3,Mocha,549.29,46,11,Edward,4.62,0.11,Loyal
2025-06-08,Kolkata,Kolkata - Branch 1,Cappuccino,269.5,42,13,Christian,3.53,0.02,Returning
2025-05-19,Singapore,Singapore - Branch 2,Frappuccino,254.88,70,98,Erik,2.58,0.03,Returning
2025-06-06,Jaipur,Jaipur - Branch 1,Cappuccino,427.92,83,158,Ross,5.04,0.05,Loyal
2025-05-15,New York,New York - Branch 2,Espresso,512.55,47,67,Allen,5.37,0.1,Returning
2025-05-25,Chennai,Chennai - Branch 3,Mocha,242.33,39,112,Daniel,2.73,0.06,Returning
2025-03-30,Delhi,Delhi - Branch 2,Americano,296.07,42,198,Jessica,3.71,0.09,Returning
2025-03-03,Delhi,Delhi - Branch 1,Cappuccino,179.89,99,183,Michael,2.61,0.08,Returning
2025-05-17,Bangalore,Bangalore - Branch 2,Cappuccino,165.94,40,27,Ricky,1.88,0.05,Returning
2025-07-07,Chennai,Chennai - Branch 3,Americano,386.55,52,171,Kenneth,4.16,0.08,New
2025-03-17,Surat,Surat - Branch 1,Cappuccino,272.64,34,61,Raymond,6.49,0.01,Returning
2025-02-14,New York,New York - Branch 3,Frappuccino,182.72,42,163,Lisa,3.7,0.05,Loyal
2025-03-27,Dubai,Dubai - Branch 3,Mocha,246.3,69,51,William,2.76,0.15,New
2025-02-11,Mumbai,Mumbai - Branch 2,Latte,315.0,40,135,Jessica,2.4,0.07,New
2025-04-20,Pune,Pune - Branch 1,Cappuccino,507.27,35,18,James,5.04,0.09,Returning
2025-01-25,Bangalore,Bangalore - Branch 3,Americano,231.8,94,125,Jessica,5.01,0.08,Returning
2025-07-08,New York,New York - Branch 1,Americano,219.41,66,80,Sara,5.21,0.08,Returning
2025-05-22,Kolkata,Kolkata - Branch 2,Americano,179.75,51,130,Charles,2.38,0.05,Loyal
2025-02-05,Pune,Pune - Branch 2,Americano,219.22,78,106,Katie,6.82,0.01,Returning
2025-01-11,Jaipur,Jaipur - Branch 3,Cold Brew,316.59,54,58,Madeline,4.59,0.01,New
2025-02-07,Kolkata,Kolkata - Branch 2,Mocha,527.72,58,150,Renee,6.21,0.04,Returning
2025-05-07,Surat,Surat - Branch 1,Latte,354.64,55,174,Sarah,2.33,0.08,Returning
2025-05-02,Delhi,Delhi - Branch 3,Cappuccino,432.53,86,137,William,4.9,0.1,Returning
2025-02-24,London,London - Branch 3,Mocha,449.33,30,106,Jasmine,4.76,0.04,Returning
2025-04-08,Kolkata,Kolkata - Branch 1,Latte,534.87,33,86,Christine,3.07,0.06,New
2025-05-30,Jaipur,Jaipur - Branch 1,Mocha,251.85,63,67,Lisa,5.71,0.07,Returning
2025-02-28,Surat,Surat - Branch 2,Cappuccino,498.17,60,45,Michael,4.72,0.13,Returning
2025-05-19,Singapore,Singapore - Branch 2,Cold Brew,383.97,53,178,John,4.6,0.14,Returning
2025-02-13,Mumbai,Mumbai - Branch 2,Latte,469.79,44,73,Ann,5.02,0.11,Returning
2025-03-03,Lucknow,Lucknow - Branch 1,Cappuccino,211.79,41,129,Jerry,1.84,0.06,Returning
2025-07-01,Bangalore,Bangalore - Branch 3,Cold Brew,520.87,68,90,Laura,5.79,0.01,Loyal
2025-05-29,Mumbai,Mumbai - Branch 3,Americano,237.53,38,102,Jacob,2.61,0.0,Loyal
2025-01-22,Surat,Surat - Branch 3,Americano,440.76,83,190,Todd,6.55,0.09,New
2025-04-22,Dubai,Dubai - Branch 3,Latte,189.06,47,69,Michael,1.53,0.1,Returning
2025-04-22,Dubai,Dubai - Branch 3,Latte,242.66,37,127,Ralph,2.19,0.08,Loyal
2025-02-04,Chennai,Chennai - Branch 2,Espresso,422.92,55,21,Megan,4.08,0.0,Loyal
2025-02-22,Delhi,Delhi - Branch 2,Latte,399.18,77,74,Joshua,5.28,0.12,Returning
2025-02-02,Dubai,Dubai - Branch 2,Americano,361.22,60,89,Joshua,6.31,0.01,Loyal
2025-02-18,Ahmedabad,Ahmedabad - Branch 1,Americano,546.35,53,14,Richard,4.31,0.1,Loyal
2025-04-06,Hyderabad,Hyderabad - Branch 2,Mocha,218.17,31,12,Brianna,4.25,0.01,New
2025-01-28,Jaipur,Jaipur - Branch 1,Americano,236.89,43,39,Victoria,6.22,0.05,New
2025-04-17,Chennai,Chennai - Branch 2,Mocha,544.45,35,179,Jason,6.93,0.07,New
2025-04-22,Jaipur,Jaipur - Branch 3,Mocha,449.59,31,84,Samuel,6.8,0.06,New
2025-06-09,Surat,Surat - Branch 2,Cold Brew,473.89,60,176,Kathryn,6.49,0.04,Loyal
2025-03-01,Hyderabad,Hyderabad - Branch 2,Frappuccino,387.17,74,106,Katherine,2.89,0.15,New
2025-05-27,Kolkata,Kolkata - Branch 2,Espresso,193.83,83,37,Joshua,6.32,0.1,Loyal
2025-03-19,Chennai,Chennai - Branch 3,Americano,234.32,81,174,John,6.88,0.08,Loyal
2025-01-09,Mumbai,Mumbai - Branch 3,Cold Brew,459.2,55,76,Julie,4.5,0.11,Loyal
2025-01-25,Singapore,Singapore - Branch 2,Cappuccino,187.28,72,118,Jeremy,1.9,0.06,Returning
2025-04-08,Jaipur,Jaipur - Branch 2,Frappuccino,331.22,37,53,Ronald,6.51,0.11,Returning
2025-05-30,Pune,Pune - Branch 3,Espresso,186.97,91,163,Erin,6.58,0.01,Loyal
2025-02-11,New York,New York - Branch 2,Latte,508.4,100,188,Richard,2.57,0.04,Returning
2025-06-04,Mumbai,Mumbai - Branch 3,Mocha,475.91,46,21,Courtney,4.15,0.15,New
2025-02-09,Mumbai,Mumbai - Branch 1,Cappuccino,319.3,96,132,Charles,6.86,0.1,Returning
2025-06-13,Delhi,Delhi - Branch 3,Espresso,215.09,56,133,Chad,4.23,0.11,New
2025-06-28,Jaipur,Jaipur - Branch 1,Latte,264.32,33,67,Timothy,3.65,0.03,Loyal
2025-02-10,Hyderabad,Hyderabad - Branch 2,Espresso,388.74,82,186,Angel,6.49,0.1,New
2025-02-10,Singapore,Singapore - Branch 1,Mocha,265.87,58,129,Robert,4.59,0.14,Loyal
2025-03-12,Delhi,Delhi - Branch 3,Americano,294.66,31,176,April,5.67,0.06,Loyal
2025-02-26,Jaipur,Jaipur - Branch 1,Latte,474.09,44,196,Susan,5.81,0.15,Loyal
2025-06-30,Delhi,Delhi - Branch 3,Cold Brew,337.07,61,150,Carlos,4.21,0.11,Returning
2025-03-02,London,London - Branch 3,Cold Brew,380.88,90,62,Tammy,6.47,0.07,Loyal
2025-02-13,Hyderabad,Hyderabad - Branch 3,Mocha,260.76,37,26,Susan,4.71,0.01,Returning
2025-03-29,Jaipur,Jaipur - Branch 3,Espresso,182.3,79,187,Alexandra,2.26,0.07,Loyal
2025-03-18,Dubai,Dubai - Branch 1,Espresso,188.17,84,151,Melissa,2.72,0.07,New
2025-03-20,Bangalore,Bangalore - Branch 2,Cappuccino,262.24,45,92,Philip,2.39,0.12,Loyal
2025-05-11,Surat,Surat - Branch 3,Cold Brew,209.72,95,196,Danny,2.95,0.02,Loyal
2025-05-01,Jaipur,Jaipur - Branch 3,Cappuccino,392.36,32,136,Rhonda,3.19,0.07,Returning
2025-01-14,Hyderabad,Hyderabad - Branch 3,Latte,200.27,65,83,Paul,2.83,0.01,Loyal
2025-03-21,Hyderabad,Hyderabad - Branch 2,Cappuccino,393.18,86,82,Justin,2.79,0.03,Returning
2025-03-07,Lucknow,Lucknow - Branch 3,Mocha,272.52,39,89,Nicholas,4.73,0.03,Loyal
2025-03-13,Singapore,Singapore - Branch 1,Espresso,313.8,52,42,Dennis,5.81,0.15,Returning
2025-06-18,London,London - Branch 1,Latte,218.56,91,34,John,2.45,0.14,Loyal
2025-04-28,Singapore,Singapore - Branch 3,Espresso,184.12,77,95,Denise,6.07,0.08,New
2025-04-16,Pune,Pune - Branch 2,Espresso,187.59,64,155,Tony,2.9,0.0,Returning
2025-02-14,Surat,Surat - Branch 3,Americano,495.93,54,48,Deanna,5.76,0.12,Returning
2025-05-02,Kolkata,Kolkata - Branch 1,Latte,264.13,51,56,Jeremy,4.79,0.13,Returning
2025-05-27,Mumbai,Mumbai - Branch 2,Latte,399.74,48,179,Shirley,2.89,0.11,Returning
2025-04-16,Singapore,Singapore - Branch 2,Cold Brew,382.77,87,137,Jessica,6.89,0.11,Loyal
2025-04-12,London,London - Branch 1,Cold Brew,252.74,71,40,James,5.58,0.09,Loyal
2025-05-09,Kolkata,Kolkata - Branch 2,Frappuccino,488.15,82,199,Dawn,5.67,0.01,Loyal
2025-02-17,Singapore,Singapore - Branch 3,Americano,519.86,44,196,Brian,2.15,0.08,New
2025-01-25,Dubai,Dubai - Branch 3,Latte,244.74,90,75,Jeffrey,1.91,0.03,New
2025-04-01,Singapore,Singapore - Branch 2,Frappuccino,547.56,42,114,Calvin,5.19,0.11,Loyal
2025-04-17,Mumbai,Mumbai - Branch 2,Mocha,185.79,53,177,Jaime,6.94,0.15,New
2025-02-15,Bangalore,Bangalore - Branch 2,Cappuccino,486.22,32,12,Ryan,2.52,0.04,Returning
2025-05-24,Lucknow,Lucknow - Branch 2,Frappuccino,415.62,34,139,Craig,4.3,0.1,New
2025-02-28,Dubai,Dubai - Branch 1,Cappuccino,469.84,71,168,John,1.87,0.03,Returning
2025-05-12,Ahmedabad,Ahmedabad - Branch 1,Espresso,273.01,72,12,Melissa,6.64,0.04,New
2025-06-26,Surat,Surat - Branch 3,Mocha,363.96,70,127,Dan,3.4,0.1,Returning
2025-02-26,London,London - Branch 3,Mocha,406.81,43,30,Joseph,3.44,0.1,Returning
2025-06-12,Bangalore,Bangalore - Branch 2,Frappuccino,151.39,37,178,Jamie,2.98,0.09,Returning
2025-02-19,Hyderabad,Hyderabad - Branch 2,Espresso,282.68,54,172,Susan,6.37,0.01,Returning
2025-06-05,Pune,Pune - Branch 3,Espresso,402.53,68,13,Paul,1.72,0.13,Loyal
2025-06-26,Surat,Surat - Branch 3,Frappuccino,363.4,48,37,Albert,1.97,0.07,New
2025-03-27,London,London - Branch 3,Cold Brew,175.14,74,146,Desiree,4.88,0.13,Loyal
2025-05-06,Singapore,Singapore - Branch 1,Latte,226.93,64,163,Luke,2.27,0.15,Returning
2025-01-09,Kolkata,Kolkata - Branch 1,Americano,506.31,91,129,Kyle,5.01,0.09,Returning
2025-03-29,Surat,Surat - Branch 2,Mocha,255.81,90,55,Mark,1.56,0.14,New
2025-03-11,New York,New York - Branch 3,Espresso,457.84,45,28,Melissa,6.68,0.11,New
2025-01-29,Lucknow,Lucknow - Branch 3,Mocha,515.44,64,121,Sierra,4.27,0.12,Returning
2025-03-19,Bangalore,Bangalore - Branch 1,Espresso,404.99,55,152,Melissa,4.25,0.13,Returning
2025-05-29,Bangalore,Bangalore - Branch 2,Latte,404.36,76,179,Jeffery,4.41,0.04,Returning
2025-01-30,Singapore,Singapore - Branch 1,Mocha,464.75,73,76,Ryan,5.8,0.06,New
2025-06-08,Lucknow,Lucknow - Branch 1,Mocha,201.11,60,117,Anne,3.79,0.14,New
2025-06-27,Delhi,Delhi - Branch 1,Mocha,240.7,88,129,Brandy,6.38,0.05,Loyal
2025-06-07,London,London - Branch 2,Americano,372.48,53,70,Shannon,5.17,0.12,Returning
2025-05-09,New York,New York - Branch 1,Mocha,166.72,67,178,Crystal,2.79,0.05,Loyal
2025-05-14,Kolkata,Kolkata - Branch 3,Espresso,427.37,34,89,Christopher,5.24,0.07,Loyal
2025-03-26,New York,New York - Branch 2,Cappuccino,227.63,53,74,Kelsey,2.14,0.07,Loyal
2025-05-08,Singapore,Singapore - Branch 3,Cappuccino,388.39,43,58,Heather,4.11,0.03,Loyal
2025-01-11,Chennai,Chennai - Branch 3,Americano,491.15,69,145,Marcus,2.57,0.01,New
2025-01-17,Mumbai,Mumbai - Branch 3,Mocha,302.18,51,118,Natalie,6.06,0.15,Returning
2025-02-03,Chennai,Chennai - Branch 3,Cold Brew,442.6,67,67,Alejandra,1.52,0.02,Returning
2025-05-23,Pune,Pune - Branch 2,Americano,399.94,37,76,Justin,3.42,0.03,Loyal
2025-05-27,New York,New York - Branch 2,Cappuccino,469.05,50,175,Mary,2.78,0.14,Loyal
2025-03-05,Lucknow,Lucknow - Branch 2,Americano,175.6,54,128,Daniel,6.93,0.13,Returning
2025-06-25,Surat,Surat - Branch 1,Espresso,358.25,75,54,Brett,5.9,0.04,New
2025-06-10,Mumbai,Mumbai - Branch 1,Americano,545.86,47,198,Kaitlyn,5.66,0.04,Loyal
2025-02-09,Jaipur,Jaipur - Branch 3,Cold Brew,364.48,99,23,Hannah,4.57,0.03,Returning
2025-03-27,New York,New York - Branch 3,Cold Brew,238.15,39,40,Julie,3.86,0.06,Loyal
2025-01-18,Chennai,Chennai - Branch 2,Frappuccino,306.5,90,116,Sue,3.96,0.05,Returning
2025-04-03,New York,New York - Branch 2,Latte,325.73,47,173,Jamie,3.04,0.13,Returning
2025-05-20,Chennai,Chennai - Branch 3,Latte,330.66,32,115,Valerie,6.43,0.08,Loyal
2025-06-11,Chennai,Chennai - Branch 1,Frappuccino,200.12,66,176,Zoe,5.02,0.14,Loyal
2025-01-17,Kolkata,Kolkata - Branch 2,Espresso,513.14,44,131,Drew,6.74,0.11,Returning
2025-06-19,Bangalore,Bangalore - Branch 2,Cold Brew,150.18,66,60,Debra,3.24,0.03,New
2025-06-10,Ahmedabad,Ahmedabad - Branch 2,Frappuccino,245.85,46,35,Jasmine,1.73,0.13,Loyal
2025-03-12,Ahmedabad,Ahmedabad - Branch 1,Mocha,315.22,74,157,Calvin,5.54,0.03,Returning
2025-07-02,Surat,Surat - Branch 1,Espresso,150.57,89,65,Robert,1.51,0.14,Loyal
2025-06-19,Singapore,Singapore - Branch 1,Latte,422.13,59,146,Michael,6.99,0.0,Loyal
2025-05-27,London,London - Branch 2,Cold Brew,532.65,64,195,Maria,3.9,0.05,Loyal
2025-06-01,Dubai,Dubai - Branch 3,Cappuccino,203.06,58,80,Nicolas,2.7,0.1,Returning
2025-06-17,Pune,Pune - Branch 3,Americano,254.76,73,173,David,4.07,0.04,Returning
